"MTC","301007659282969","012159000120010","17302853210","13861386210","000005780793248",32197,9823,1617.3,"2013-09-10 08:09:27","","2013-09-10 08:36:24","00","11","000005780793248"
"MOC","301007422341957","012268005811130","19183225510","14409978800","000005780793248",46463,195,1783.2,"2013-09-10 08:06:57","","2013-09-10 08:36:41","00","11","000005780793248"
"MTC","301007513028020","011546009058520","19183225510","14409978800","000005780793248",42919,3485,1783.2,"2013-09-10 08:06:57","","2013-09-10 08:36:41","00","11","000005780793248"
"MTC","301007366550437","012268001334750","19754284854","12178958600","000005702527036",15968,162,1045.7,"2013-09-10 08:19:12","","2013-09-10 08:36:37","00","11","000005702527036"
"MTC","301007370362096","012337001696540","19130762610","18436398110","000000903194595",39747,9881,1654.7,"2013-09-10 08:09:00","","2013-09-10 08:36:35","00","11","000000903194595"
"MOC","301007003507096","012268007490580","18069543110","18483831940","000006623839681",3298,2681,2504.8,"2013-09-10 07:54:49","","2013-09-10 08:36:34","00","11","000006623839681"
"MOC","301007192922791","011948006666250","14784721110","19727983510","000006623839681",40431,6647,3459.1,"2013-09-10 07:38:50","","2013-09-10 08:36:29","00","11","000006623839681"
"MTC","301007272252418","017881040932410","14784721110","19727983510","000006623839681",5109,6791,3459.1,"2013-09-10 07:38:50","","2013-09-10 08:36:29","00","11","000006623839681"
"MOC","301007458951081","018375010719790","15050749400","14081130970","000008582293212",30988,5340,868.8,"2013-09-10 08:22:02","","2013-09-10 08:36:30","00","11","000008582293212"
"MOC","301007392851064","017881044368250","17069192000","14301986210","000000903194595",4121,1851,3489.8,"2013-09-10 07:38:15","","2013-09-10 08:36:25","00","11","000000903194595"
"MTC","301007405035430","012338007247300","17069192000","14301986210","000000903194595",1814,7992,3489.8,"2013-09-10 07:38:15","","2013-09-10 08:36:25","00","11","000000903194595"
"MTC","301007534177403","017398046143640","12531753701","16515670800","000005702527036",13742,9084,1811.8,"2013-09-10 08:06:16","","2013-09-10 08:36:28","00","11","000005702527036"
"MTC","301007302409318","019337207972740","15639768461","19758140410","000006735454978",15852,9799,3291.4,"2013-09-10 07:41:48","","2013-09-10 08:36:39","00","11","000006735454978"
"MTC","301007281328920","016857028296880","15127271800","14178279700","000006735454978",14551,3668,2234,"2013-09-10 07:59:30","","2013-09-10 08:36:44","00","11","000006735454978"
"MOC","301007439048557","012268002877130","19199932110","12089541960","000007608621364",26232,1637,3129.6,"2013-09-10 07:44:28","","2013-09-10 08:36:37","00","11","000007608621364"
"MOC","301007688637903","016938038105290","16670131300","12626078800","000000903194595",8356,1025,904.9,"2013-09-10 08:21:26","","2013-09-10 08:36:31","04","11","000000903194595"
"MTC","301007118823098","011546009135370","16670131300","12626078800","000000903194595",40352,7392,904.9,"2013-09-10 08:21:26","","2013-09-10 08:36:31","04","11","000000903194595"
"MOC","301007329984708","017398043579450","12837240410","13045192000","000007608621364",42011,9323,2285.7,"2013-09-10 07:58:28","","2013-09-10 08:36:34","00","11","000007608621364"
"MTC","301007537936298","011300005923330","12837240410","13045192000","000007608621364",53974,8409,2285.7,"2013-09-10 07:58:28","","2013-09-10 08:36:34","00","11","000007608621364"
"MTC","301007363656947","019337208018370","15207080120","19124540500","000009615183741",48750,5093,1027.7,"2013-09-10 08:19:24","","2013-09-10 08:36:32","00","11","000009615183741"
"MTC","301007665701998","012268005465650","17753374931","13172957700","000008582293212",19653,7358,59.7,"2013-09-10 08:35:38","","2013-09-10 08:36:38","00","11","000008582293212"
"MOC","301007393303542","016857022146390","15679949400","17163176731","000006623839681",43316,6138,1451,"2013-09-10 08:12:27","","2013-09-10 08:36:38","00","11","000006623839681"
"MTC","301007640551064","012268005138890","13375183790","17316892000","000007608621364",63043,6745,1017.3,"2013-09-10 08:19:44","","2013-09-10 08:36:42","00","11","000007608621364"
"MTC","301007602305764","011612007214560","13476396952","17278646700","000006623839681",32943,6428,2731.1,"2013-09-10 07:51:10","","2013-09-10 08:36:41","00","11","000006623839681"
"MTC","301007184547330","017398044066990","17134244131","14081498110","000008582293212",47768,4471,375.5,"2013-09-10 08:30:16","","2013-09-10 08:36:32","00","11","000008582293212"
"MOC","301007245937637","016938033321430","12058345800","17745359500","000008582293212",21840,9102,2174.6,"2013-09-10 08:00:10","","2013-09-10 08:36:24","00","11","000008582293212"
"MTC","301007374171025","011948000941180","12058345800","17745359500","000008582293212",6548,1940,2174.6,"2013-09-10 08:00:10","","2013-09-10 08:36:24","00","11","000008582293212"
"MOC","301007056625481","011812001807830","14648423800","15038339501","000000903194595",17119,8869,2424.1,"2013-09-10 07:56:08","","2013-09-10 08:36:32","00","11","000000903194595"
"MOC","301007410741147","012159004331700","19171624700","13308267261","000000903194595",39138,9957,1522,"2013-09-10 08:11:20","","2013-09-10 08:36:42","00","11","000000903194595"
"MTC","301007362428020","017881045701870","16057334571","14259378800","000005702527036",35970,7737,1686,"2013-09-10 08:08:37","","2013-09-10 08:36:43","00","11","000005702527036"
"MTC","301007060171608","019337201677810","12311481462","12567427310","000006090615901",22232,1260,2208.8,"2013-09-10 07:59:51","","2013-09-10 08:36:40","00","11","000006090615901"
"MTC","301007654565459","017881047473580","16186389300","13856668700","000008582293212",12338,7046,507.2,"2013-09-10 08:28:06","","2013-09-10 08:36:33","00","11","000008582293212"
"MTC","301007510622374","011948003966670","17343584550","17186963310","000005702527036",38569,7383,3226.7,"2013-09-10 07:42:50","","2013-09-10 08:36:36","00","11","000005702527036"
"MOC","301007307882442","012159001521400","15594528300","14148126782","000006735454978",48972,7606,1366.9,"2013-09-10 08:13:53","","2013-09-10 08:36:40","00","11","000006735454978"
"MTC","301007002078559","019337203177980","12316034072","13204181800","000005702527036",13229,7443,239.3,"2013-09-10 08:32:27","","2013-09-10 08:36:27","00","11","000005702527036"
"MOC","301007245864347","011546002588530","12058272510","19595269241","000005780793248",21853,6846,238.5,"2013-09-10 08:32:45","","2013-09-10 08:36:43","00","11","000005780793248"
"MOC","301007192388308","011612005730130","12699644010","12540243110","000006735454978",10260,8040,1456.1,"2013-09-10 08:12:14","","2013-09-10 08:36:30","00","11","000006735454978"
"MTC","301007032987408","012417004364480","12699644010","12540243110","000006735454978",814,2921,1456.1,"2013-09-10 08:12:14","","2013-09-10 08:36:30","00","11","000006735454978"
"MTC","301007679744198","018375011358980","16106339202","13186999900","000005702527036",61861,7610,2768.3,"2013-09-10 07:50:18","","2013-09-10 08:36:26","00","11","000005702527036"
"MOC","301007309865459","011546005760280","13511968700","19159235700","000008582293212",5709,4166,1476.7,"2013-09-10 08:12:07","","2013-09-10 08:36:44","00","11","000008582293212"
"MTC","301007398352147","012268000441700","13511968700","19159235700","000008582293212",4304,8334,1476.7,"2013-09-10 08:12:07","","2013-09-10 08:36:44","00","11","000008582293212"
"MTC","301007087249808","012159003549660","18708194800","19542980900","000007608621364",34645,8897,2896.7,"2013-09-10 07:48:13","","2013-09-10 08:36:29","00","11","000007608621364"
"MTC","301007227559637","011612004070100","12186375502","12039967800","000005780793248",57925,7881,362.8,"2013-09-10 08:30:23","","2013-09-10 08:36:26","00","11","000005780793248"
"MOC","301007479605225","017398047168500","17850793700","15516799230","000006090615901",55738,4033,248.4,"2013-09-10 08:32:16","","2013-09-10 08:36:25","00","11","000006090615901"
"MTC","301007211283837","012159001312100","15626537953","12023692000","000008582293212",63779,3990,2451.1,"2013-09-10 07:55:33","","2013-09-10 08:36:24","00","11","000008582293212"
"MOC","301007211344147","017881041915200","12023752310","15301588900","000004564562495",63695,4932,744.4,"2013-09-10 08:24:04","","2013-09-10 08:36:29","00","11","000004564562495"
"MTC","301007014943042","012268002885430","12023752310","15301588900","000004564562495",16857,1021,744.4,"2013-09-10 08:24:04","","2013-09-10 08:36:29","00","11","000004564562495"
"MTC","301007425479847","011546007190030","12835271282","19186363400","000009615183741",46465,6517,2782.5,"2013-09-10 07:50:11","","2013-09-10 08:36:34","00","11","000009615183741"
"MOC","301007236773920","017398047275550","14133724700","14456336604","000000903194595",5967,1998,2470.1,"2013-09-10 07:55:27","","2013-09-10 08:36:38","00","11","000000903194595"
"MTC","301007590870708","019337206210090","17195038071","13098126410","000008582293212",16502,2165,1562.1,"2013-09-10 08:10:27","","2013-09-10 08:36:29","00","11","000008582293212"
"MOC","301007147291913","011812001632780","16128785310","18606049160","000006735454978",13675,5838,1211.3,"2013-09-10 08:16:23","","2013-09-10 08:36:34","00","11","000006735454978"
"MTC","301007395645274","017398047781680","16626990151","17071986210","000006090615901",50978,1711,518.1,"2013-09-10 08:27:47","","2013-09-10 08:36:25","00","11","000006090615901"
"MTC","301007042404486","011300001935810","14176971434","18108440500","000005702527036",11643,1867,2205.6,"2013-09-10 07:59:57","","2013-09-10 08:36:43","00","11","000005702527036"
"MOC","301007225314842","017881049431410","15511960700","13698765672","000005702527036",29063,4252,2228.1,"2013-09-10 07:59:33","","2013-09-10 08:36:41","00","11","000005702527036"
"MOC","301007433293581","011812008673460","15025091900","17083991110","000000903194595",57333,8406,3022.5,"2013-09-10 07:46:04","","2013-09-10 08:36:27","00","11","000000903194595"
"MOC","301007226367047","011812002144200","12038775210","19160239952","000006623839681",57954,7894,1883,"2013-09-10 08:05:08","","2013-09-10 08:36:31","00","11","000006623839681"
"MTC","301007287954186","011245001203450","16364951761","18353990200","000006090615901",61162,5578,3477.6,"2013-09-10 07:38:40","","2013-09-10 08:36:38","00","11","000006090615901"
"MTC","301007663938898","011245007834650","17691377750","13171194600","000008582293212",19504,5041,2947.4,"2013-09-10 07:47:28","","2013-09-10 08:36:35","00","11","000008582293212"
"MOC","301007473386464","011546006136240","17149727400","18595122010","000005702527036",51229,2377,1140.4,"2013-09-10 08:17:30","","2013-09-10 08:36:31","00","11","000005702527036"
"MTC","301007529085996","012161000820860","17149727400","18595122010","000005702527036",57803,3226,1140.4,"2013-09-10 08:17:30","","2013-09-10 08:36:31","00","11","000005702527036"
"MTC","301007002656169","012159008954080","13605658360","13204759410","000006735454978",13183,1553,3108.2,"2013-09-10 07:44:43","","2013-09-10 08:36:31","00","11","000006735454978"
"MTC","301007617781691","012159006382540","15821853860","15209580010","000004564562495",27863,456,3512.8,"2013-09-10 07:37:52","","2013-09-10 08:36:25","00","11","000004564562495"
"MOC","301007600618474","011245000341660","17276959410","16675634000","000005702527036",7847,7544,3200.8,"2013-09-10 07:43:06","","2013-09-10 08:36:27","00","11","000005702527036"
"MTC","301007694140603","011948003132290","17276959410","16675634000","000005702527036",8259,2308,3200.8,"2013-09-10 07:43:06","","2013-09-10 08:36:27","00","11","000005702527036"
"MOC","301007372261286","012268000688440","18438297300","14093738072","000006623839681",39671,2357,1827.4,"2013-09-10 08:06:02","","2013-09-10 08:36:29","00","11","000006623839681"
"MTC","301007034681003","016938039109690","15030388442","16016174400","000006090615901",20640,2472,1147.8,"2013-09-10 08:17:27","","2013-09-10 08:36:35","00","11","000006090615901"
